Municipality,ProjectID,Include in Summary,Project Name,DistrictID,District,Regional_Subregional Centre_District,District Centre,Centre or Non Centre,Approved,Approval Year,Approved Completion Year,Notes,EH,Phasing_Note,Planning Status,Delivery Status,Status,Major,Total GFA,Residential Population,Residential (GFA),Residential % Committed,Residential - Villas Emiratis (Units),Residential - Villas Emiratis % Committed,Residential - Villas Non-Emiratis (Units),Residential - Villas Non-Emiratis % Committed,Residential - Apartments (Units),Residential - Apartments % Committed,Residential - Labour Accommodation (Units),Residential - Labour Accommodation % Committed,Retail (GFA),Retail % Committed,Office (GFA),Office % Committed,Industrial (GFA),Industrial % Committed,Hotel (GFA),Hotel % Committed,Community Facilities (GFA),Community Facilities % Committed,Healthcare (GFA),Healthcare % Committed,Education (GFA),Education % Committed,Other (GFA),Other % Committed,Demolish Existing Buildings or Not (Yes/No),2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Abu Dhabi,Riyadh,Yes,Madinat Al Riyadh,1240,MADINAT AL RIYAD,MADINAT AL RIYAD,Al Shamkah South,Centre,Yes,,NA,"National Housing + Commercial / InvestmentPlots, Per MP GIS dated 20200430",Yes,Partially Delivered,Committed,Pipeline,Committed,0," 31,288,145 "," 299,096 "," 1,991,453 ", 1 ,0,1,0,0,0,100%,0,0%,"21,063",100%,"203,849",25%,"11,794,033",70%,"24,500",0%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1122.0,No,Al Gurm Master Plan,1292,AL QURM,AL QURM,0,NonCentre,Yes,2014,2030,0,0,Partially Delivered,Planned,Pipeline,Committed,0," 100,688 ", 932 ," 1,454,494 ", 1 ,0,0,500,1,TBD,0%,0,0%,TBD,0%,TBD,0%,TBD,0%,TBD,0%,?,?,"4,200",100%,"16,800",100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1086.3,Yes,Al Ghadeer Phases 2-4,1305,AL LAYYAN,AL LAYYAN,0,NonCentre,Yes,2018,2030,0,0,Partially Delivered,Committed,Pipeline,Committed,0," 1,559,895 "," 43,554 "," 2,840,326 ", 1 ,0,0,0,0,0,100%,0,0%,"1,202",100%,166,100%,0,100%,169,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,2573.0,No,Sheikh Khalifa Medical City MP,1294,AL MANHAL,AL MANHAL,0,NonCentre,Yes,2022,NA,"New Hospital project of 72,000 SqM Approved to the existing 152,000 SqM within the  MP",0,Partially Delivered,Committed,Pipeline,Committed,0," 224,000 ", -   ," 3,016,881 ", 1 ,0,0,600,1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,?,?,"5,040",100%,"20,160",100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,5753.0,Yes,Burjeel Medical City,48,MOHAMED BIN ZAYED CITY,MOHAMED BIN ZAYED CITY,0,NonCentre,Yes,2016,Completed,0,0,Completed,Completed,Completed,Committed,0," 82,531 ", -   ," 1,514,064 ", 1 ,0,0,0,1,"1,573",100%,0,0%,"2,928",100%,"2,196",100%,0,100%,0,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1475.0,Yes,Marina Mixed Use Development- Bloom,1300,AL BATEEN,AL BATEEN,Palaces,Centre,Yes,2013,Completed,0,0,Completed,Completed,Completed,Committed,0," 86,437 ", NA , -   , -   ,0,0,"1,220",1,0,100%,0,0%,"15,370",100%,0,100%,0,100%,0,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1089.62,Yes,"Tamouh Sectors RT1,RT2,RT3,RT5 &RT6",57,AL REEM ISLAND,AL REEM ISLAND,Downtown,Centre,Yes,2020,2024,0,0,Partially Delivered,Committed,Pipeline,Committed,0," 4,997,488 "," 54,626 "," 8,619,367 ", 1 ,0,0,"1,165",1,0,0%,0,0%,0,0%,0,0%,0,0%,0,0%,?,?,"9,786",0%,"39,144",0%,0,0%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1001.8.1,Yes,Masdar Phase 1 & 2,26,KHALIFA CITY,KHALIFA CITY,Airport,Centre,Yes,2023,2030,0,0,Partially Delivered,Committed,Pipeline,Committed,0," 1,857,608 "," 19,528 "," 2,993,061 ", 1 ,0,0,0,1,0,0%,0,0%,"267,167",0%,"441,540",0%,"39,102",0%,"202,278",0%,?,?,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,
Abu Dhabi,21661.0,Yes,"Zone E, Yas Neighbourhood Project",1330,YAS ISLAND,YAS ISLAND,0,NonCentre,Yes,2019,2021,0,0,Approved but Not Delivered,Planned,Pipeline,Committed,0," 23,051 ", 320 ," 249,120 ", 1 ,0,0,470,1,"9,857",50%,0,0%,"100,000",50%,"68,785",0%,0,0%,"40,000",200%,?,?,"31,239",50%,"124,956",50%,0,50%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1106.0,No,"Y-Tower, C61_C63",1303,AL ZAHIYAH,AL ZAHIYAH,0,NonCentre,Yes,2017,NA,0,0,Approved but Not Delivered,Committed,Pipeline,Committed,0," 122,530 ",," 2,708,108 ", 1 ,0,0,0,0,0,0%,0,0%,0,0%,0,0%,"1,347,054",0%,0,0%,?,?,0,0%,0,0%,0,0%,,,,,,,,,,,,,,,,,,
Abu Dhabi,21227.1,No,Bawabat Al Sharq Development_2,1329,BANI YAS,BANI YAS,0,NonCentre,Yes,2023,2025,0,0,Approved but Not Delivered,Committed,Pipeline,Committed,0," 19,330 ", 389 ," 3,671,635 ", 1 ,0,0,0,1,0,100%,0,0%,"1,613",100%,0,100%,0,100%,0,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1113.4,Yes,"Zone K, West Yas Residential Community",1330,YAS ISLAND,YAS ISLAND,Yas Island,Centre,Yes,2018,Completed,0,0,Completed,Completed,Completed,Committed,0," 710,886 "," 9,028 "," 2,314,751 ", 1 ,0,0,265,1,0,100%,0,0%,0,100%,0,100%,0,100%,0,100%,?,?,175,100%,700,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,Zayed Military city,Yes,Zayed Military city,32,ZAYED MILITARY CITY,ZAYED MILITARY CITY,0,NonCentre,No,NA,NA,Future project - Pre-concept planning estimated #s,Yes,Not Approved / Lapsed,Future,Future,Future,EH, TBD ," 9,870 "," 3,950,427 ", 1 ,0,1,0,0,0,100%,0,0%,0,100%,"3,922",0%,"6,455",100%,0,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,2103.3,No,Bawabat Al Sharq P4,1329,BANI YAS,BANI YAS,0,NonCentre,Yes,,NA,0,0,Completed,Completed,Completed,Committed,0,,," 18,595,407 ", 0 ,0,0,0,1,0,100%,0,0%,0,100%,0,100%,0,100%,0,100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,AL SMEEH_21,Yes,AL SMEEH_21,1307,AL SMEEH,AL SMEEH,0,NonCentre,No,NA,NA,0,0,Not Approved / Lapsed,Future,Future,Future,No,,," 6,832,379 ", 1 ,0,0,0,1,"29,663",80%,0,0%,"194,838",75%,"387,832",85%,0,100%,"353,419",100%,?,?,0,80%,0,80%,0,80%,,,,,,,,,,,,,,,,,,
Abu Dhabi,37817.0,Yes,Hudayriat East MP,1315,AL HIDAYRIYYAT,AL HIDAYRIYYAT,0,NonCentre,No,NA,2028,0,0,Not Approved / Lapsed,Future,Future,Future,Yes," 9,529,757 "," 103,815 "," 10,718,542 ", 1 ,0,0,0,1,0,100%,0,0%,"24,154",100%,0,100%,0,100%,"74,781",100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1996.0,Yes,ICAD 4,19,ABU DHABI INDUSTRIAL CITY,ABU DHABI INDUSTRIAL CITY,0,NonCentre,Yes,2023,2040,GFA provided by AD Ports,0,Partially Delivered,Planned,Pipeline,Committed,0," 9,533,855 "," 34,961 ", -   , -   ,0,0,0,1,0,70%,0,0%,"18,542",60%,"41,510",30%,"558,580",60%,0,60%,?,?,0,70%,0,70%,0,70%,,,,,,,,,,,,,,,,,,
Abu Dhabi,1113.1.7,Yes,"Zone H (Race Day Hotels 1,2,3,4,5,6)",1330,YAS ISLAND,YAS ISLAND,0,NonCentre,Yes,2008,Completed,0,0,Completed,Completed,Completed,Committed,0," 156,340 ", -   , -   , -   ,0,0,0,1,577,100%,0,0%,"13,992",100%,"14,377",100%,0,100%,"52,786",100%,?,?,0,100%,0,100%,0,100%,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 1,,MUSAFFAH,,MUSAFFAH Labor Accommodation 1,,,,,,,,,,,,,,,,,,,,,,,,150,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 2,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 2,,,,,,,,,,,,,,,,,,,,,,,,1864,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 3,,MUSAFFAH,,MUSAFFAH Labor Accommodation 3,,,,,,,,,,,,,,,,,,,,,,,,39,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 4,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 4,,,,,,,,,,,,,,,,,,,,,,,,329,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 5,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 5,,,,,,,,,,,,,,,,,,,,,,,,67,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 6,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 6,,,,,,,,,,,,,,,,,,,,,,,,1957,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 7,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 7,,,,,,,,,,,,,,,,,,,,,,,,4281,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 8,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 8,,,,,,,,,,,,,,,,,,,,,,,,1831,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 9,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 9,,,,,,,,,,,,,,,,,,,,,,,,26806,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 10,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 10,,,,,,,,,,,,,,,,,,,,,,,,10000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 11,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 11,,,,,,,,,,,,,,,,,,,,,,,,2252,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 12,,MUSAFFAH,,MUSAFFAH Labor Accommodation 12,,,,,,,,,,,,,,,,,,,,,,,,75,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 13,,MUSAFFAH,,MUSAFFAH Labor Accommodation 13,,,,,,,,,,,,,,,,,,,,,,,,2223,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 14,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 14,,,,,,,,,,,,,,,,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 15,,MUSAFFAH,,MUSAFFAH Labor Accommodation 15,,,,,,,,,,,,,,,,,,,,,,,,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 16,,MUSAFFAH,,MUSAFFAH Labor Accommodation 16,,,,,,,,,,,,,,,,,,,,,,,,2126,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 17,,ABU DHABI INDUSTRIAL CITY,,ABU DHABI INDUSTRIAL CITY Labor Accommodation 17,,,,,,,,,,,,,,,,,,,,,,,,47,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 18,,MUSAFFAH,,MUSAFFAH Labor Accommodation 18,,,,,,,,,,,,,,,,,,,,,,,,4723,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 19,,MUSAFFAH,,MUSAFFAH Labor Accommodation 19,,,,,,,,,,,,,,,,,,,,,,,,1215,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 20,,MUSAFFAH,,MUSAFFAH Labor Accommodation 20,,,,,,,,,,,,,,,,,,,,,,,,5817,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 21,,MUSAFFAH,,MUSAFFAH Labor Accommodation 21,,,,,,,,,,,,,,,,,,,,,,,,321,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 22,,MUSAFFAH,,MUSAFFAH Labor Accommodation 22,,,,,,,,,,,,,,,,,,,,,,,,383,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 23,,MUSAFFAH,,MUSAFFAH Labor Accommodation 23,,,,,,,,,,,,,,,,,,,,,,,,39,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 24,,MUSAFFAH,,MUSAFFAH Labor Accommodation 24,,,,,,,,,,,,,,,,,,,,,,,,1016,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 25,,MUSAFFAH,,MUSAFFAH Labor Accommodation 25,,,,,,,,,,,,,,,,,,,,,,,,183,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 26,,MUSAFFAH,,MUSAFFAH Labor Accommodation 26,,,,,,,,,,,,,,,,,,,,,,,,4837,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 27,,MUSAFFAH,,MUSAFFAH Labor Accommodation 27,,,,,,,,,,,,,,,,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 28,,MUSAFFAH,,MUSAFFAH Labor Accommodation 28,,,,,,,,,,,,,,,,,,,,,,,,107,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 29,,MUSAFFAH,,MUSAFFAH Labor Accommodation 29,,,,,,,,,,,,,,,,,,,,,,,,73,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 30,,MUSAFFAH,,MUSAFFAH Labor Accommodation 30,,,,,,,,,,,,,,,,,,,,,,,,20,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 31,,MUSAFFAH,,MUSAFFAH Labor Accommodation 31,,,,,,,,,,,,,,,,,,,,,,,,16520,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 32,,MUSAFFAH,,MUSAFFAH Labor Accommodation 32,,,,,,,,,,,,,,,,,,,,,,,,1177,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 33,,MUSAFFAH,,MUSAFFAH Labor Accommodation 33,,,,,,,,,,,,,,,,,,,,,,,,39,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 34,,MUSAFFAH,,MUSAFFAH Labor Accommodation 34,,,,,,,,,,,,,,,,,,,,,,,,1163,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 35,,MUSAFFAH,,MUSAFFAH Labor Accommodation 35,,,,,,,,,,,,,,,,,,,,,,,,922,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 36,,MUSAFFAH,,MUSAFFAH Labor Accommodation 36,,,,,,,,,,,,,,,,,,,,,,,,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 37,,AL TAWEELAH,,AL TAWEELAH Labor Accommodation 37,,,,,,,,,,,,,,,,,,,,,,,,6479,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 38,,AL SAMHAH,,AL SAMHAH Labor Accommodation 38,,,,,,,,,,,,,,,,,,,,,,,,1406,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 39,,AL SAMHAH,,AL SAMHAH Labor Accommodation 39,,,,,,,,,,,,,,,,,,,,,,,,2849,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 40,,AL SAMHAH,,AL SAMHAH Labor Accommodation 40,,,,,,,,,,,,,,,,,,,,,,,,1129,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 41,,AL SAMHAH,,AL SAMHAH Labor Accommodation 41,,,,,,,,,,,,,,,,,,,,,,,,307,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 42,,AL SAMHAH,,AL SAMHAH Labor Accommodation 42,,,,,,,,,,,,,,,,,,,,,,,,3827,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 43,,AL SAMHAH,,AL SAMHAH Labor Accommodation 43,,,,,,,,,,,,,,,,,,,,,,,,93,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 44,,AL NAHDAH,,AL NAHDAH Labor Accommodation 44,,,,,,,,,,,,,,,,,,,,,,,,2003,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 45,,JARN YAFOUR,,JARN YAFOUR Labor Accommodation 45,,,,,,,,,,,,,,,,,,,,,,,,25000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 46,,AL WATHBAH,,AL WATHBAH Labor Accommodation 46,,,,,,,,,,,,,,,,,,,,,,,,434,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 47,,AL WATHBAH,,AL WATHBAH Labor Accommodation 47,,,,,,,,,,,,,,,,,,,,,,,,1014,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 48,,MUWAYLIH,,MUWAYLIH Labor Accommodation 48,,,,,,,,,,,,,,,,,,,,,,,,6523,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 49,,ZAYED MILITARY CITY,,ZAYED MILITARY CITY Labor Accommodation 49,,,,,,,,,,,,,,,,,,,,,,,,4317,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 50,,ZAYED MILITARY CITY,,ZAYED MILITARY CITY Labor Accommodation 50,,,,,,,,,,,,,,,,,,,,,,,,2,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 51,,AL KHATM,,AL KHATM Labor Accommodation 51,,,,,,,,,,,,,,,,,,,,,,,,2111,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 52,,DIHAN,,DIHAN Labor Accommodation 52,,,,,,,,,,,,,,,,,,,,,,,,1129,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 53,,AL HAFFAR,,AL HAFFAR Labor Accommodation 53,,,,,,,,,,,,,,,,,,,,,,,,1278,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 54,,AL KHATM,,AL KHATM Labor Accommodation 54,,,,,,,,,,,,,,,,,,,,,,,,2835,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 55,,AL KHATM,,AL KHATM Labor Accommodation 55,,,,,,,,,,,,,,,,,,,,,,,,177,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 56,,DIHAN,,DIHAN Labor Accommodation 56,,,,,,,,,,,,,,,,,,,,,,,,10478,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 57,,MSHAYRIF,,MSHAYRIF Labor Accommodation 57,,,,,,,,,,,,,,,,,,,,,,,,537,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 58,,AL 'ASHEESH,,AL 'ASHEESH Labor Accommodation 58,,,,,,,,,,,,,,,,,,,,,,,,10000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 59,,AL FAYAH,,AL FAYAH Labor Accommodation 59,,,,,,,,,,,,,,,,,,,,,,,,59831,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 60,,AL HAFFAR,,AL HAFFAR Labor Accommodation 60,,,,,,,,,,,,,,,,,,,,,,,,2487,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 61,,MSHAYRIF,,MSHAYRIF Labor Accommodation 61,,,,,,,,,,,,,,,,,,,,,,,,1131,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 62,,MSHAYRIF,,MSHAYRIF Labor Accommodation 62,,,,,,,,,,,,,,,,,,,,,,,,31,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 63,,AL 'ADLAH,,AL 'ADLAH Labor Accommodation 63,,,,,,,,,,,,,,,,,,,,,,,,40346,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 64,,AL BIHOUTH,,AL BIHOUTH Labor Accommodation 64,,,,,,,,,,,,,,,,,,,,,,,,25000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 65,,AL WATHBAH,,AL WATHBAH Labor Accommodation 65,,,,,,,,,,,,,,,,,,,,,,,,50000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 66,,AL BIHOUTH,,AL BIHOUTH Labor Accommodation 66,,,,,,,,,,,,,,,,,,,,,,,,16,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 67,,AL BIHOUTH,,AL BIHOUTH Labor Accommodation 67,,,,,,,,,,,,,,,,,,,,,,,,43,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 68,,MSHAYRIF,,MSHAYRIF Labor Accommodation 68,,,,,,,,,,,,,,,,,,,,,,,,4422,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 69,,AL NOUF,,AL NOUF Labor Accommodation 69,,,,,,,,,,,,,,,,,,,,,,,,50000,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 70,,KHALIFA INDUSTRIAL,,KHALIFA INDUSTRIAL Labor Accommodation 70,,,,,,,,,,,,,,,,,,,,,,,,37643.66667,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 71,,AL WATHBAH,,AL WATHBAH Labor Accommodation 71,,,,,,,,,,,,,,,,,,,,,,,,175,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 72,,YAS ISLAND,,YAS ISLAND Labor Accommodation 72,,,,,,,,,,,,,,,,,,,,,,,,3,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 73,,MUWAYLIH,,MUWAYLIH Labor Accommodation 73,,,,,,,,,,,,,,,,,,,,,,,,34,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 74,,DIHAN,,DIHAN Labor Accommodation 74,,,,,,,,,,,,,,,,,,,,,,,,77,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 75,,MSHAYRIF,,MSHAYRIF Labor Accommodation 75,,,,,,,,,,,,,,,,,,,,,,,,8,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 76,,DHAHARAT AL TEEB,,DHAHARAT AL TEEB Labor Accommodation 76,,,,,,,,,,,,,,,,,,,,,,,,4855,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 77,,AL SAMHAH,,AL SAMHAH Labor Accommodation 77,,,,,,,,,,,,,,,,,,,,,,,,861,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 78,,AL REEM ISLAND,,AL REEM ISLAND Labor Accommodation 78,,,,,,,,,,,,,,,,,,,,,,,,1,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 79,,AL SAMHAH,,AL SAMHAH Labor Accommodation 79,,,,,,,,,,,,,,,,,,,,,,,,39,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 80,,AL SAMHAH,,AL SAMHAH Labor Accommodation 80,,,,,,,,,,,,,,,,,,,,,,,,266,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 81,,AL TAWEELAH,,AL TAWEELAH Labor Accommodation 81,,,,,,,,,,,,,,,,,,,,,,,,3182,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 82,,AL WATHBAH,,AL WATHBAH Labor Accommodation 82,,,,,,,,,,,,,,,,,,,,,,,,704,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abu Dhabi,Labor Accommodation 83,,AL WATHBAH,,AL WATHBAH Labor Accommodation 83,,,,,,,,,,,,,,,,,,,,,,,,713,100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
